"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102"
"t17",0.0726683809221201,-0.0369609249492752,-0.0613701271420872,-0.0174227584148829,0.211303303204748,-0.178115355826061,0.0224751746394379,0.0172568723618726,-0.0123234281006658,0.0057780717116132,0.00308601690097166,0.0245439009561569,-0.166964221742211,-0.00663258222879035,-0.000206760274283828,0.000169026704368598,-0.41877868158074,-0.00786418796200741,0.017714022300567,-0.00270529228404507,0.0148611165166162,0.000520895478896895,8.60375886232766e-05,-6.66437211784932e-05,-7.32507552916268e-05,0.000869678973913182,0.00078651622333281,-0.000182331406326248,1.29222690205114e-07,2.40662222782772e-06,7.07767178198537e-16,0.000581085291045687,-0.000118980867903185,1.5934579180767e-06,0.00278422006174048,-1.31008297046121e-16,-1.43371195464835e-06,-0.000298471956126344,-1.4554978895701e-05,-6.74033077053673e-05,2.38454825658598e-05,-0.000138438250947155,-0.000543271674233132,-2.32947073351547e-05,0.017884461733352,0.00187525850944074,0.0011079305984007,0.00356446217420355,0.835071699938315,-0.000669030250457059,0.000945194279319449,0.00012670055248731,-0.00232855124200124,0.000278235130165544,-7.20804485770323e-16,9.02002958519916e-16,-5.90635029966287e-16,-2.32881112309229e-05,3.14397209190324e-06,-5.75111937604161e-16,6.30154901991376e-17,-3.13958453637968e-05,8.17758631236344e-16,-1.25293999525779e-06,-0.000148078819299882,0.000182666281025998,-1.97320594292766e-17,1.66429073793953e-16,-8.37884398155723e-17,3.72263107244268e-16,1.01125796960336e-05,-5.41699907944666e-06,1.30737517636828e-05,-9.67538587131753e-06,-1.74899948930887e-16,1.3968675687645e-16,-2.56387367062928e-16,-5.15500673484712e-16,-2.09927171985583e-17,1.35376711492109e-05,4.32439171820453e-06,-1.06215669037714e-05,-4.43173649678058e-17,-2.81830329303288e-16,-1.86347061745332e-16,4.3350194090661e-16,4.41713884157125e-16,-1.53622759866303e-16,0.000813057614817529,-6.38611365554005e-17,9.45467789114494e-16,-3.35300818773687e-05,-3.22923562205638e-06,-2.52958016167152e-16,3.23758704978258e-16,-1.84233624895171e-16,8.70216449088392e-16,-1.79743389607725e-16,-1.67441270767979e-15,2.57028237817672e-15,1.13332968119043e-14,-3.11351092982636e-14
"t36",0.072994055255422,-0.0371517288726288,-0.0618367371369229,-0.0175897479360711,0.214201654196609,-0.181251971453963,0.0230344413401624,0.0177006200045911,-0.0127784343126536,0.00603728292500207,0.00323039871545231,0.0257964825293653,-0.175757763863448,-0.00704727175967328,-0.000221080666934583,0.000182137707483454,-0.464881337283843,-0.00877919287483039,0.019854782043042,-0.0030397298786535,0.0167700508429175,0.000595297062337446,9.94481135181646e-05,-7.8345490026011e-05,-8.83030680570315e-05,0.00105855058848178,0.0009652194799643,-0.000225934357518109,1.61596555246541e-07,3.06946879864619e-06,7.21644966006352e-16,0.000810413004419036,-0.000204878171721042,2.97357944958173e-06,0.00523261198359583,-2.31076000516398e-16,-2.95526758451202e-06,-0.000616069113902752,-3.45584283047611e-05,-0.000188952549559406,0.000161305373809936,0.000468806774537941,0.00166129427650137,4.72591718973568e-05,-0.0240576069019484,-0.00250067686945552,-0.000836092931644481,-0.00251858983289604,-0.38801036236954,0.000179243586067884,-0.000218807731328413,-1.40685117194096e-05,-0.000241081725645925,4.79850939283809e-05,8.08799440093572e-17,-1.96923656996469e-16,-4.288026961956e-16,-6.91982581305852e-06,1.19290658881762e-06,8.61025346641878e-16,-1.99695294705238e-15,-1.51737154558285e-05,0.707106781186547,-6.29401395379564e-07,-7.77974955281689e-05,9.61621627485389e-05,-2.28958055186362e-15,-1.43260414589713e-15,2.48162017437383e-15,-1.07636983338853e-15,6.07028097486507e-06,-3.3811743629789e-06,8.29960063008064e-06,-6.15538277660623e-06,-5.22388041935557e-17,9.57603712072289e-16,3.86458480854259e-16,1.66796835402571e-15,1.21837720789783e-16,9.01208320947939e-06,2.87993913093177e-06,-7.29700635618882e-06,1.07568204310584e-16,-1.33960574118613e-16,8.07473788416686e-16,4.94627275513536e-16,2.90600023136048e-16,-2.3774762676982e-16,0.000582595572700708,-2.29424522261441e-16,4.25457698061776e-16,-2.44908527390626e-05,-2.37560948698283e-06,9.2728621704216e-16,-4.61751248424725e-17,2.91293640262464e-16,1.61719551754547e-15,-4.53255678152768e-17,-4.36271452900686e-16,2.11355532277667e-15,1.15356943234426e-14,-3.01470857226692e-14
"t37",0.072994055255422,-0.0371517288726288,-0.0618367371369229,-0.0175897479360711,0.214201654196609,-0.181251971453963,0.0230344413401624,0.0177006200045912,-0.0127784343126536,0.00603728292500216,0.00323039871545235,0.0257964825293653,-0.175757763863448,-0.00704727175967324,-0.000221080666934513,0.000182137707483284,-0.464881337283843,-0.00877919287483003,0.0198547820430421,-0.00303972987865347,0.0167700508429178,0.000595297062337311,9.94481135181843e-05,-7.83454900259748e-05,-8.83030680570079e-05,0.00105855058848128,0.000965219479963624,-0.000225934357518356,1.61596555008883e-07,3.06946879858014e-06,2.63677968348475e-16,0.000810413004419047,-0.000204878171720335,2.97357944947049e-06,0.00523261198359604,3.10157723692652e-16,-2.95526758359587e-06,-0.000616069113902894,-3.45584283049749e-05,-0.000188952549559306,0.000161305373809481,0.000468806774537151,0.00166129427650107,4.72591718981339e-05,-0.0240576069019482,-0.00250067686945559,-0.000836092931648555,-0.00251858983289604,-0.388010362369539,0.000179243586070058,-0.000218807731328625,-1.40685117191143e-05,-0.000241081725643495,4.7985093927678e-05,2.19669657286387e-16,-3.82972749798696e-16,9.05555341943005e-16,-6.91982581310012e-06,1.1929065968004e-06,-1.83385068171831e-16,1.91137905685264e-15,-1.51737154624815e-05,-0.707106781186548,-6.29401484321643e-07,-7.77974955286509e-05,9.61621627389619e-05,1.99171698684585e-15,1.24580890101057e-15,-2.27180370203769e-15,7.55498156340184e-16,6.07028098032821e-06,-3.38117436293201e-06,8.2996006306823e-06,-6.15538277659718e-06,-1.18158292230669e-16,-7.77119763906321e-16,-3.62942060579852e-16,-6.53091656831243e-16,1.30450258777642e-17,9.01208320950224e-06,2.87993912875296e-06,-7.2970063557627e-06,7.2393445894795e-17,-1.13255791651435e-16,-8.30105171326558e-16,2.92301142950881e-16,1.70982107003513e-16,-7.09592413132112e-16,0.000582595572701054,-2.57180098381687e-16,-1.23987683887596e-15,-2.44908527387871e-05,-2.37560948715337e-06,5.66463734039031e-16,7.06694924691926e-16,9.41117436383843e-17,9.06388586865423e-17,-3.25919084533609e-16,-1.08852747986803e-15,3.09135836776875e-15,1.08915186161326e-14,-3.0653624977711e-14
"t16",0.0733217154716291,-0.0373466567962241,-0.0623403073277815,-0.0177781691644553,0.217790866115689,-0.185494445156865,0.0239287512077626,0.0184241201752476,-0.0137514846646357,0.0067192026995829,0.00363084180332543,0.0297181790187939,-0.204657274579265,-0.00892886617921232,-0.000305597515778413,0.000298524925726922,0.285174103092294,0.00158657761278231,-0.000249892353196419,-0.000188309985799284,0.00267227029842561,0.000192266932970662,3.95415743945929e-05,-3.58505828552117e-05,-4.39482932517906e-05,0.000534916480549093,0.00049201587196784,-0.000115917706845272,8.31751655740003e-08,1.57970711308535e-06,-1.37390099297363e-15,0.000392331352451443,-7.4726827637598e-05,9.44425643899416e-07,0.00164042051308132,-4.16029852653483e-16,-7.70980834703043e-07,-0.000160253736481923,-6.37277178384096e-06,-1.91976282422116e-05,-3.47271171658995e-05,-0.000684863177673609,-0.00269985186156287,-0.000142970026166149,0.868370937512754,0.120042356750498,-0.00137824027600672,-0.00340303235387749,-0.038444067862451,-0.000226066999679414,0.000368363976162374,6.73528584059876e-05,-0.0464125866162704,0.000199078191526171,5.73874990420863e-16,-2.87499185405603e-16,2.59559550817389e-16,-1.80809657092721e-05,2.52658716784995e-06,1.22523028148421e-16,-7.78272182538941e-17,-2.60460738897904e-05,1.70284170605003e-16,-1.04440720211166e-06,-0.000124102911153822,0.000153126875524488,1.44513111819604e-15,-6.98495116402721e-16,-1.19713111263345e-16,-9.30100993618498e-17,8.60636494569438e-06,-4.63025417742926e-06,1.11959431900549e-05,-8.28765683325826e-06,2.66846590003064e-16,3.83449545976374e-16,-7.04925360760378e-17,-3.7018036402581e-16,-2.98365957089649e-18,1.16545873720279e-05,3.72304073919447e-06,-9.17670707748056e-06,1.97330561361406e-16,-9.22242891105372e-17,1.62633404720732e-17,3.69901074440739e-16,2.50920806953438e-16,-5.84430346120288e-16,0.000705931744409007,-2.25391921138806e-16,-4.117798905021e-16,-2.91809051100344e-05,-2.81291090842304e-06,6.73170946085348e-16,1.74816814683108e-16,2.22882097399701e-16,1.82555635610736e-15,-6.80755275920583e-17,-4.32085125292968e-16,2.3575789605861e-15,1.13596599125339e-14,-3.09044737334849e-14
"t18",0.0736397939337405,-0.0375333343855466,-0.0627997557365879,-0.0179434854507419,0.220694519927573,-0.188675047708821,0.0245104143450502,0.0188870959015758,-0.0142501611790309,0.0070163162805064,0.0037984254025729,0.0312172602494264,-0.215319000396292,-0.00948352482048376,-0.000326690943777741,0.000321688236949085,0.317045025867597,0.00177451434889168,-0.000280701158843323,-0.000212089023849549,0.00302366614148523,0.000220565758936087,4.59306705328378e-05,-4.24356200282806e-05,-5.35272293001685e-05,0.000658807698500605,0.000611796316186558,-0.000145786230793928,1.0574785043807e-07,2.0566044196535e-06,-1.02695629777827e-15,0.000572118396665045,-0.000149209388652544,2.17437995474089e-06,0.00382735892248462,3.65119027886155e-16,-2.16842955853282e-06,-0.000452059345005184,-2.54524601276596e-05,-0.000139731264134311,0.000122135757547631,0.000437283210432748,0.00160177316141959,5.97526716837107e-05,-0.228162946858019,-0.0311818376498229,0.000130604289642574,0.000271139608823783,8.5299880942517e-05,-1.26827280763747e-05,2.38354958279329e-05,5.18891722784581e-06,0.832261087166828,0.000147285195154439,1.78569617986113e-15,-4.30213655578539e-15,-1.95831330768468e-14,-1.01036725591428e-05,1.43798629691468e-06,3.30666014941386e-18,-6.15899882340526e-16,-1.59357892925102e-05,1.25959583223717e-15,-6.49276503705834e-07,-7.87070236415731e-05,9.7204735850577e-05,1.97467320764546e-16,-5.11043509466744e-16,4.2987504485087e-16,4.78818720236183e-16,5.84432471806649e-06,-3.21599465979337e-06,7.85540184242591e-06,-5.82240625347959e-06,-3.24926355276939e-16,-6.52401750616154e-16,-1.9484411287578e-16,4.10243228365814e-16,-2.41903125993047e-16,8.42252788958398e-06,2.69126659053315e-06,-6.76937594058338e-06,1.04261884668234e-16,-3.07411533576158e-16,-6.81787219417393e-17,4.36457937819319e-16,5.28915233034436e-16,-2.6288826591497e-16,0.000535865406615576,-3.47458393575207e-16,1.05987995720464e-15,-2.24513205998758e-05,-2.17527030583049e-06,1.60783058041065e-15,4.9759314451896e-17,1.41470700208582e-16,9.22553675271025e-16,-4.01962269356937e-16,-2.07757302842525e-15,2.21772238474211e-15,1.1004247290355e-14,-3.01499927803946e-14
"t27",0.0736948741152203,-0.037565649951646,-0.0628791977629057,-0.0179720429461968,0.221195131591809,-0.189222406377748,0.0246101766952165,0.0189664715026695,-0.0143352215611817,0.0070668155206142,0.00382688457913709,0.0314713577142705,-0.217124888388745,-0.00957707090627497,-0.000330238190880226,0.000325569893005229,0.322315310951823,0.00180551527155495,-0.000285774231694695,-0.000216000323108832,0.00308135751649546,0.000225186378530015,4.69688195927286e-05,-4.34979684326705e-05,-5.5056513903916e-05,0.00067850900489402,0.000630780435673298,-0.000150501674552701,1.09298452329238e-07,2.1310363177161e-06,-2.0122792321331e-16,0.000599248656955297,-0.000159690692317033,2.34345571244152e-06,0.00412739081864128,2.0781950479103e-16,-2.35546061276868e-06,-0.00049110022520244,-2.79203131702764e-05,-0.0001547866766258,0.000139563576080894,0.000532067777700618,0.00195745614102398,7.46763976468979e-05,-0.294686607770475,-0.0403070861354422,0.000181348472771988,0.000380556515923591,0.000130178859356713,-2.26789151541924e-05,4.49359064803417e-05,1.37731196389371e-05,-0.390628673524495,2.80069370095996e-05,-6.13791224991638e-15,2.81058434957334e-13,0.707106781186557,-6.08378927145792e-06,1.04279942672814e-06,-1.58162723278057e-15,-9.64114327457485e-16,-1.30753829610759e-05,-1.5880978525123e-16,-5.41293385345723e-07,-6.67719417956492e-05,8.25271286797279e-05,-3.14885200647958e-15,2.54579839223767e-15,1.82127362426508e-16,1.71958302429237e-16,5.19127328370288e-06,-2.89109979366512e-06,7.0972681856387e-06,-5.26377292401665e-06,-2.60937793981543e-16,-6.92325098498018e-16,1.4897383054509e-16,-7.03925142840463e-16,-4.56133925971714e-16,7.71297243621962e-06,2.46481759284813e-06,-6.25200268876688e-06,4.63887655285478e-17,-3.29738943628056e-16,-2.67162285497055e-16,3.98041533275841e-16,3.79111112953735e-16,-3.11229777421844e-16,0.000500309042677183,-4.17789653778392e-16,-1.82083306325765e-16,-2.10614233268588e-05,-2.04416710685588e-06,-6.93691397867897e-16,6.1732555741842e-16,1.15156191883952e-16,3.99886515896323e-16,-1.98037917162104e-16,-1.86984873385295e-15,2.66906141434359e-15,1.13468340159241e-14,-3.01609233071317e-14
"t28",0.0736948741152203,-0.037565649951646,-0.0628791977629057,-0.0179720429461967,0.221195131591809,-0.189222406377748,0.0246101766952165,0.0189664715026694,-0.0143352215611817,0.00706681552061429,0.00382688457913706,0.0314713577142707,-0.217124888388745,-0.00957707090627497,-0.000330238190880134,0.000325569893005434,0.322315310951823,0.00180551527155477,-0.000285774231694447,-0.000216000323108888,0.00308135751649555,0.000225186378530074,4.69688195926981e-05,-4.34979684326838e-05,-5.50565139038387e-05,0.000678509004893907,0.000630780435673164,-0.000150501674552318,1.09298452577304e-07,2.13103631835674e-06,3.7470027081099e-16,0.000599248656955227,-0.000159690692315668,2.34345571233969e-06,0.00412739081864085,-4.19806755948127e-17,-2.3554606125468e-06,-0.000491100225202732,-2.79203131701519e-05,-0.000154786676625345,0.000139563576080701,0.000532067777700788,0.00195745614102418,7.46763976447208e-05,-0.294686607770476,-0.0403070861354429,0.00018134847277772,0.000380556515924507,0.000130178859355607,-2.26789151533786e-05,4.49359064818614e-05,1.37731196408319e-05,-0.390628673524528,2.80069370128017e-05,3.62334271873965e-15,-2.76287401192302e-13,-0.707106781186538,-6.08378926747148e-06,1.04279943038085e-06,1.41803451430477e-15,1.56164305669336e-15,-1.30753829556367e-05,-1.19964416627241e-15,-5.41293384630789e-07,-6.67719417952367e-05,8.25271286797993e-05,9.69381525489312e-16,-1.57590458668315e-15,-3.6198403396346e-16,-5.63564451432198e-16,5.19127328596262e-06,-2.89109979362258e-06,7.09726818561695e-06,-5.2637729241124e-06,-1.82875237358864e-16,1.62526546540759e-15,-1.70215289028245e-16,7.42834236124158e-16,6.84971419580967e-16,7.71297243631354e-06,2.4648175938404e-06,-6.25200268890557e-06,-1.65616556528371e-16,-6.60622417844617e-17,5.20268345330034e-17,3.0087519228834e-16,2.06783743389844e-16,-1.16940748048185e-16,0.000500309042676681,-1.40233897556799e-16,1.0935023763834e-16,-2.10614233267163e-05,-2.04416710734094e-06,-1.12390281991022e-15,2.56503100372624e-16,-1.69537321614498e-16,8.06973963164169e-17,-5.85974445146372e-17,-7.21461792756285e-16,2.68506718096914e-15,1.14827664170096e-14,-2.99319398083012e-14
"t82",0.0720684300586464,-0.0366010097117391,-0.0604105170439742,-0.0170536791570821,0.203811423414887,-0.168630166100639,0.0201332904529689,0.0153218086971477,-0.0085022331160111,0.00139678632066455,-4.63624715857045e-06,-0.032437500447547,0.486215685353276,-0.0222263621739311,-0.000541390670245755,0.000432204685783171,0.022640039402144,-0.00297126162574791,0.00962920187820964,-0.00166826521384385,0.010579363108458,0.000454625862262945,8.16822860953544e-05,-6.78436534894342e-05,-7.90507167348371e-05,0.000953749375576623,0.000873071738139704,-0.000205032072162626,1.46948251391818e-07,2.79695201229299e-06,-7.56339435525888e-16,0.000732005103445746,-0.000177155553843903,2.52863816661619e-06,0.00444326050818653,1.12130564456139e-16,-2.46431785284868e-06,-0.00051359038320329,-2.80901560788878e-05,-0.000149554398054781,0.000116456337751782,0.000267676030460167,0.000929637036104385,2.34155103556401e-05,-0.00316166791875501,-6.619935862666e-05,-0.000231534486829893,-0.000620684266041508,-0.00307777376719132,-8.78865336686719e-05,0.000147569915324386,3.00947996788849e-05,-0.000256801966312562,0.000118452252852205,-3.92085424434861e-16,5.46525633794992e-16,2.58643422647039e-16,-1.17658499174912e-05,1.74619412847985e-06,3.93869302660548e-16,4.92936931741807e-16,-1.92314228863838e-05,-2.72252501954222e-16,-7.78750885709971e-07,-9.34877317705838e-05,0.000115399849919042,-1.64293342117965e-15,1.96357242889124e-15,1.51719693479831e-16,1.23072304196465e-16,6.53960255272966e-06,-3.46264523485259e-06,8.25455483822144e-06,-6.09639368011543e-06,1.18333949995519e-16,-1.2642183146125e-15,-4.11346929559599e-16,-4.00711537970423e-15,-1.15705635004211e-16,7.75338312892285e-06,2.47259129266675e-06,-4.61930071485416e-06,-2.20938463577557e-16,-3.15145882198113e-16,2.3606503094285e-15,-1.38207482752016e-15,8.5195616929811e-16,6.32334165387435e-15,-0.818781533765325,1.20479516607009e-14,-3.22073690336666e-14,-5.38721608834793e-05,-4.51095082918641e-06,6.68784622768598e-15,-3.22863649994564e-17,1.15519983743547e-14,2.80982211240194e-15,1.45428202351259e-15,1.99945533570927e-15,1.7048903549974e-15,1.09464341973637e-14,-3.13954710364625e-14
"t90",0.0721435624995535,-0.0366448629460531,-0.0605162660646876,-0.0170910677284208,0.204442384363631,-0.169292095389661,0.0202424375183369,0.0154074228152389,-0.00856815672370881,0.00140963948565747,-4.68049070704522e-06,-0.032771034872241,0.491350985456284,-0.0224973964022929,-0.000548569343233955,0.000438480480731383,0.0230693124891086,-0.00302990122580591,0.00982446299406517,-0.00170264213360727,0.0108033074951299,0.000464976786951177,8.36532927705234e-05,-6.96108441102083e-05,-8.13170205153597e-05,0.000981990070286361,0.00089960005075656,-0.000211443150439481,1.51661751483247e-07,2.89129091035514e-06,-6.93889390390723e-18,0.000761282091787599,-0.000185952612844183,2.66060214899891e-06,0.00467604031720692,1.66793417779815e-17,-2.59925684873856e-06,-0.000541729342351011,-2.97088624656815e-05,-0.000158552617333108,0.000124216641010791,0.000287792117960266,0.00099991277978501,2.52343613637049e-05,-0.00341528662365288,-7.15135012470223e-05,-0.000251059286430657,-0.000673326954391997,-0.00334821421358166,-9.59259408950037e-05,0.00016119193769001,3.29718350111077e-05,-0.000283697798449517,0.000131391439836541,1.49263492963096e-16,-8.3113870733853e-17,-3.44544196325998e-17,-1.31925730879239e-05,1.98065099640172e-06,-5.27929084659788e-16,-2.14010484874408e-16,-2.2396626431624e-05,1.10970423983788e-16,-9.13895044980949e-07,-0.000110964389305318,0.000137053417269505,7.13236780264986e-16,-2.73776894856556e-17,-6.39834286458838e-17,-4.88538712210385e-16,8.31784162364568e-06,-4.61547847108046e-06,1.13404461617249e-05,-8.41303815928558e-06,-3.71225631635689e-16,3.18570961839327e-16,-1.60005783368399e-16,3.1022212743191e-15,1.91527851541147e-16,1.25876084862696e-05,4.02420849382502e-06,-1.08449784677884e-05,7.05072577189218e-16,6.19026946613286e-16,-1.19267141151526e-15,8.56414079833604e-16,6.09973964698041e-16,-3.75483210686547e-15,0.405951939044417,-8.29092832296746e-15,9.28026009291234e-15,-1.63819489786356e-05,-1.93107315065215e-06,-1.22339555489545e-14,1.5470923832746e-14,-0.707106781186553,7.72688440386138e-14,-1.28176705875933e-15,2.05750790209936e-15,3.95675119311747e-15,1.15430849547344e-14,-2.71831784932805e-14
"t91",0.0721435624995535,-0.0366448629460531,-0.0605162660646876,-0.0170910677284208,0.204442384363631,-0.169292095389661,0.0202424375183368,0.0154074228152388,-0.00856815672370884,0.00140963948565756,-4.6804907070482e-06,-0.032771034872241,0.491350985456284,-0.0224973964022929,-0.000548569343233913,0.000438480480731752,0.0230693124891086,-0.00302990122580592,0.0098244629940651,-0.00170264213360739,0.0108033074951298,0.000464976786951385,8.36532927705672e-05,-6.96108441102314e-05,-8.13170205153689e-05,0.000981990070286536,0.000899600050756689,-0.000211443150439595,1.51661751611617e-07,2.89129091046746e-06,3.33066907387547e-16,0.000761282091787526,-0.000185952612844172,2.66060214905305e-06,0.00467604031720717,-8.9139823441579e-17,-2.59925684883348e-06,-0.000541729342350904,-2.97088624658247e-05,-0.000158552617333202,0.000124216641010742,0.000287792117960368,0.000999912779784957,2.52343613635661e-05,-0.00341528662365334,-7.15135012471187e-05,-0.000251059286431118,-0.000673326954391612,-0.0033482142135812,-9.59259408948577e-05,0.000161191937690058,3.29718350116532e-05,-0.000283697798449687,0.000131391439836547,-7.61410095047663e-17,-3.74547414700581e-16,-3.19385710628699e-16,-1.31925730876636e-05,1.98065099632213e-06,-1.27930735483435e-16,-1.8625551273333e-16,-2.2396626431054e-05,-7.68731073532538e-17,-9.13895045397486e-07,-0.000110964389304768,0.000137053417269715,5.18947750956756e-16,-1.67883443861547e-15,8.91911320602225e-17,2.26167364036949e-16,8.31784162359128e-06,-4.61547847117576e-06,1.13404461618552e-05,-8.41303815957651e-06,-1.76936634017209e-16,1.817372045074e-15,3.53472368259673e-16,1.25040396371382e-15,-7.39428811117683e-17,1.25876084872608e-05,4.02420849636812e-06,-1.08449784682257e-05,-4.6381189390373e-16,-7.81129771175149e-16,-1.42165493833386e-15,1.75737838388893e-15,-5.70786710301473e-16,-3.56054306381257e-15,0.405951939044436,-4.12759197694738e-15,2.30747811738799e-14,-1.63819489724763e-05,-1.93107314972834e-06,6.77861374775117e-15,-1.44461337129117e-14,0.707106781186542,-7.7510123381941e-14,-6.82841428032647e-16,-8.11491056102863e-15,1.97471874999333e-15,1.13203494638455e-14,-3.24914323297461e-14
